,model,category,language,frame_type,instance,prompt,total_logprob,avg_logprob
226,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,beaver,Name an example of a animal: ___,-9.640625,-4.8203125
227,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,bison,Name an example of a animal: ___,-10.65625,-5.328125
228,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,blowfish,Name an example of a animal: ___,-16.63671875,-8.318359375
229,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,boar,Name an example of a animal: ___,-12.8203125,-6.41015625
230,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,bug,Name an example of a animal: ___,-12.4375,-12.4375
231,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,bull,Name an example of a animal: ___,-11.6875,-11.6875
232,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,calf,Name an example of a animal: ___,-12.1875,-12.1875
233,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,camel,Name an example of a animal: ___,-10.5625,-10.5625
234,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,cardinal,Name an example of a animal: ___,-13.25,-13.25
235,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,cat,Name an example of a animal: ___,-6.25,-6.25
236,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,caterpillar,Name an example of a animal: ___,-11.231201171875,-5.6156005859375
237,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,catfish,Name an example of a animal: ___,-17.0625,-8.53125
238,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,cheetah,Name an example of a animal: ___,-10.041694641113281,-3.3472315470377603
239,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,chick,Name an example of a animal: ___,-12.625,-12.625
240,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,chicken,Name an example of a animal: ___,-10.0,-10.0
241,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,chihuahua,Name an example of a animal: ___,-14.068710327148438,-3.5171775817871094
242,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,chinchilla,Name an example of a animal: ___,-13.7041015625,-4.568033854166667
243,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,chipmunk,Name an example of a animal: ___,-13.3731689453125,-4.457722981770833
244,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,clam,Name an example of a animal: ___,-13.9375,-13.9375
245,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,cobra,Name an example of a animal: ___,-11.0,-5.5
246,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,cockatoo,Name an example of a animal: ___,-16.43901824951172,-5.479672749837239
247,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,coral,Name an example of a animal: ___,-13.25,-13.25
248,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,cougar,Name an example of a animal: ___,-9.0625,-9.0625
249,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,cow,Name an example of a animal: ___,-8.6875,-8.6875
250,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,coyote,Name an example of a animal: ___,-10.643310546875,-5.3216552734375
251,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,crab,Name an example of a animal: ___,-10.9375,-10.9375
252,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,crayfish,Name an example of a animal: ___,-11.400390625,-5.7001953125
253,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,dalmatian,Name an example of a animal: ___,-17.0810546875,-4.270263671875
254,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,deer,Name an example of a animal: ___,-8.8125,-8.8125
255,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,dog,Name an example of a animal: ___,-7.4375,-7.4375
256,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,dolphin,Name an example of a animal: ___,-8.3125,-8.3125
257,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,donkey,Name an example of a animal: ___,-10.953125,-5.4765625
258,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,duckling,Name an example of a animal: ___,-15.1875,-7.59375
259,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,earwig,Name an example of a animal: ___,-15.84375,-7.921875
260,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,eel,Name an example of a animal: ___,-9.58203125,-4.791015625
261,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,elephant,Name an example of a animal: ___,-5.1875,-5.1875
262,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,ferret,Name an example of a animal: ___,-11.919921875,-5.9599609375
263,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,fish,Name an example of a animal: ___,-9.0625,-9.0625
264,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,fly,Name an example of a animal: ___,-11.9375,-11.9375
265,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,fox,Name an example of a animal: ___,-9.1875,-9.1875
266,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,gazelle,Name an example of a animal: ___,-10.46484375,-5.232421875
267,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,giraffe,Name an example of a animal: ___,-9.03173828125,-4.515869140625
268,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,goat,Name an example of a animal: ___,-11.1875,-11.1875
269,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,goldfish,Name an example of a animal: ___,-9.9814453125,-4.99072265625
270,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,goose,Name an example of a animal: ___,-12.1875,-12.1875
271,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,gopher,Name an example of a animal: ___,-12.375,-6.1875
272,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,gorilla,Name an example of a animal: ___,-8.8333740234375,-4.41668701171875
273,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,groundhog,Name an example of a animal: ___,-14.4541015625,-7.22705078125
274,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,guinea pig,Name an example of a animal: ___,-12.048828125,-4.016276041666667
275,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,hamster,Name an example of a animal: ___,-11.2216796875,-5.61083984375
276,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,hedgehog,Name an example of a animal: ___,-10.34912109375,-5.174560546875
277,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,hippopotamus,Name an example of a animal: ___,-12.81884765625,-4.27294921875
278,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,horse,Name an example of a animal: ___,-7.53125,-7.53125
279,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,hyena,Name an example of a animal: ___,-12.765625,-6.3828125
280,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,jellyfish,Name an example of a animal: ___,-12.5703125,-6.28515625
281,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,kangaroo,Name an example of a animal: ___,-7.9327392578125,-3.96636962890625
282,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,kitten,Name an example of a animal: ___,-9.1875,-9.1875
283,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,koala,Name an example of a animal: ___,-9.678466796875,-4.8392333984375
284,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,lamb,Name an example of a animal: ___,-11.625,-11.625
285,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,leech,Name an example of a animal: ___,-20.375,-10.1875
286,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,leopard,Name an example of a animal: ___,-8.75,-8.75
287,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,lightning bug,Name an example of a animal: ___,-13.90625,-6.953125
288,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,lion,Name an example of a animal: ___,-5.5,-5.5
289,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,llama,Name an example of a animal: ___,-9.9375,-9.9375
290,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,lobster,Name an example of a animal: ___,-10.875,-10.875
291,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,maggot,Name an example of a animal: ___,-14.6953125,-7.34765625
292,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,manatee,Name an example of a animal: ___,-10.5556640625,-5.27783203125
293,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,meerkat,Name an example of a animal: ___,-14.0308837890625,-4.676961263020833
294,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,mole,Name an example of a animal: ___,-12.3125,-12.3125
295,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,mongoose,Name an example of a animal: ___,-11.25,-11.25
296,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,monkey,Name an example of a animal: ___,-7.0,-7.0
297,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,moose,Name an example of a animal: ___,-10.6990966796875,-5.34954833984375
298,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,moth,Name an example of a animal: ___,-10.75,-10.75
299,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,mouse,Name an example of a animal: ___,-9.25,-9.25
300,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,mussel,Name an example of a animal: ___,-12.909912109375,-6.4549560546875
301,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,octopus,Name an example of a animal: ___,-9.4931640625,-4.74658203125
302,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,orangutan,Name an example of a animal: ___,-11.267578125,-5.6337890625
303,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,otter,Name an example of a animal: ___,-9.41943359375,-4.709716796875
304,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,oyster,Name an example of a animal: ___,-12.453125,-6.2265625
305,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,panda,Name an example of a animal: ___,-9.5,-9.5
306,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,panther,Name an example of a animal: ___,-10.50244140625,-5.251220703125
307,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,pig,Name an example of a animal: ___,-12.1875,-12.1875
308,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,pigeon,Name an example of a animal: ___,-9.9375,-9.9375
309,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,piglet,Name an example of a animal: ___,-19.0625,-9.53125
310,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,platypus,Name an example of a animal: ___,-11.284950256347656,-3.7616500854492188
311,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,polar bear,Name an example of a animal: ___,-9.5361328125,-4.76806640625
312,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,pony,Name an example of a animal: ___,-10.4375,-10.4375
313,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,poodle,Name an example of a animal: ___,-13.90625,-6.953125
314,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,porcupine,Name an example of a animal: ___,-11.983810424804688,-3.994603474934896
315,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,possum,Name an example of a animal: ___,-12.2037353515625,-6.10186767578125
316,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,praying mantis,Name an example of a animal: ___,-14.608474731445312,-4.8694915771484375
317,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,puffin,Name an example of a animal: ___,-13.50341796875,-6.751708984375
318,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,pug,Name an example of a animal: ___,-11.84375,-5.921875
319,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,puppy,Name an example of a animal: ___,-10.25,-10.25
320,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,rabbit,Name an example of a animal: ___,-7.875,-7.875
321,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,raccoon,Name an example of a animal: ___,-9.28466796875,-4.642333984375
322,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,ram,Name an example of a animal: ___,-11.875,-11.875
323,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,rat,Name an example of a animal: ___,-9.875,-9.875
324,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,rattlesnake,Name an example of a animal: ___,-13.12799072265625,-3.2819976806640625
325,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,reindeer,Name an example of a animal: ___,-13.56927490234375,-6.784637451171875
326,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,rhinoceros,Name an example of a animal: ___,-9.0911865234375,-2.272796630859375
327,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,sardine,Name an example of a animal: ___,-15.57421875,-5.19140625
328,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,scallop,Name an example of a animal: ___,-15.0625,-7.53125
329,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,scorpion,Name an example of a animal: ___,-12.9736328125,-6.48681640625
330,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,sea urchin,Name an example of a animal: ___,-14.3778076171875,-3.594451904296875
331,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,seal,Name an example of a animal: ___,-9.375,-9.375
332,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,shark,Name an example of a animal: ___,-7.6875,-7.6875
333,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,sheep,Name an example of a animal: ___,-8.8125,-8.8125
334,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,shrimp,Name an example of a animal: ___,-12.375,-12.375
335,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,skunk,Name an example of a animal: ___,-12.03369140625,-6.016845703125
336,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,sloth,Name an example of a animal: ___,-10.5234375,-5.26171875
337,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,slug,Name an example of a animal: ___,-11.4375,-11.4375
338,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,snail,Name an example of a animal: ___,-9.6953125,-4.84765625
339,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,squid,Name an example of a animal: ___,-10.8125,-10.8125
340,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,squirrel,Name an example of a animal: ___,-8.75,-8.75
341,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,stingray,Name an example of a animal: ___,-12.154296875,-6.0771484375
342,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,swordfish,Name an example of a animal: ___,-13.3046875,-6.65234375
343,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,tadpole,Name an example of a animal: ___,-13.4951171875,-6.74755859375
344,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,tiger,Name an example of a animal: ___,-5.4375,-5.4375
345,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,toucan,Name an example of a animal: ___,-11.34814453125,-5.674072265625
346,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,turkey,Name an example of a animal: ___,-11.375,-11.375
347,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,walrus,Name an example of a animal: ___,-11.921630859375,-5.9608154296875
348,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,warthog,Name an example of a animal: ___,-12.07562255859375,-4.02520751953125
349,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,weasel,Name an example of a animal: ___,-11.291015625,-5.6455078125
350,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,whale,Name an example of a animal: ___,-7.1875,-7.1875
351,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,wolf,Name an example of a animal: ___,-8.1875,-8.1875
352,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,yak,Name an example of a animal: ___,-13.0625,-13.0625
353,meta-llama/Llama-3.1-8B-Instruct,animal,en,indefinite_prod,zebra,Name an example of a animal: ___,-8.353515625,-4.1767578125
354,meta-llama/Llama-3.1-8B-Instruct,arts and crafts supply,en,generic,bead,One example of a arts and crafts supply is ___.,-10.5,-10.5
355,meta-llama/Llama-3.1-8B-Instruct,arts and crafts supply,en,generic,button,One example of a arts and crafts supply is ___.,-12.0625,-12.0625
356,meta-llama/Llama-3.1-8B-Instruct,arts and crafts supply,en,generic,canvas,One example of a arts and crafts supply is ___.,-11.5625,-11.5625
357,meta-llama/Llama-3.1-8B-Instruct,arts and crafts supply,en,generic,cardboard,One example of a arts and crafts supply is ___.,-12.375,-12.375
358,meta-llama/Llama-3.1-8B-Instruct,arts and crafts supply,en,generic,chalk,One example of a arts and crafts supply is ___.,-13.25,-13.25
359,meta-llama/Llama-3.1-8B-Instruct,arts and crafts supply,en,generic,charcoal,One example of a arts and crafts supply is ___.,-11.125,-11.125
360,meta-llama/Llama-3.1-8B-Instruct,arts and crafts supply,en,generic,chisel,One example of a arts and crafts supply is ___.,-15.40625,-7.703125
361,meta-llama/Llama-3.1-8B-Instruct,arts and crafts supply,en,generic,clay,One example of a arts and crafts supply is ___.,-9.0,-9.0
362,meta-llama/Llama-3.1-8B-Instruct,arts and crafts supply,en,generic,crayon,One example of a arts and crafts supply is ___.,-13.84375,-6.921875
363,meta-llama/Llama-3.1-8B-Instruct,arts and crafts supply,en,generic,easel,One example of a arts and crafts supply is ___.,-12.958984375,-6.4794921875
364,meta-llama/Llama-3.1-8B-Instruct,arts and crafts supply,en,generic,eraser,One example of a arts and crafts supply is ___.,-12.49609375,-6.248046875
365,meta-llama/Llama-3.1-8B-Instruct,arts and crafts supply,en,generic,fountain pen,One example of a arts and crafts supply is ___.,-14.87890625,-7.439453125
366,meta-llama/Llama-3.1-8B-Instruct,arts and crafts supply,en,generic,glue,One example of a arts and crafts supply is ___.,-8.5625,-8.5625
367,meta-llama/Llama-3.1-8B-Instruct,arts and crafts supply,en,generic,ink,One example of a arts and crafts supply is ___.,-10.6875,-10.6875
368,meta-llama/Llama-3.1-8B-Instruct,arts and crafts supply,en,generic,knitting needle,One example of a arts and crafts supply is ___.,-15.390625,-7.6953125
